H,B,A_raw,S_eff,V,R_resp_soc,R_rob_soc,R_sig_soc,CCI_soc,ASI_soc,regime
0.6724277722,0.344527224,0.6544251056,0.5150683864,0.864146967,0.5849951502,0.5666702631,0.5524245223,0.2673553929,0.4358876171,"mixed regime"
0.4555607845,0.2384999711,0.421336501,0.1556281445,0.5022707409,0.3793069912,0.3035744176,0.2540297782,0.2809086202,0.1983199849,"constrained stability"
0.6902707786,0.54717454,1.364765117,0.4775021513,0.6100179756,0.6130501471,0.5759248712,0.5478500431,0.5631640592,0.3504750764,"mixed regime"
0.661891934,0.5997217133,0.6654426977,0.5369633203,0.8964439947,0.7086307728,0.6611517641,0.6254694231,0.2360387618,0.5060273532,"mixed regime"
0.4894202865,0.3246054862,1.682292196,0.07530288054,0.7469100848,0.49140026,0.3074534947,0.2112781937,0.9003970146,0.1111758186,"polarization risk"
0.8160213529,0.2328001161,0.1455501433,0.01731771488,0.4291556936,0.4336105745,0.1938418495,0.1017948224,0.08706094509,0.09364224042,"constrained stability"
0.8287429579,0.5125462272,0.6758840946,0.5578766859,0.1432491746,0.3933220917,0.3933220917,0.4603135748,0.3599224286,0.3384851703,"mixed regime"
0.6663953713,0.6578638958,1.720241325,0.05602647526,0.7127830996,0.6785915896,0.3637514053,0.2208826711,0.7165302346,0.128679744,"mixed regime"
0.4856701166,0.1075471756,1.072354934,0.9713342407,0.2675320194,0.240864088,0.240864088,0.4511184023,0.9734403493,0.2285949015,"fragmentation risk"
0.6308421041,0.469778869,1.199528103,0.8015765522,0.6754758556,0.5849804155,0.5849804155,0.6740668691,0.508042719,0.4469812828,"mixed regime"
0.7637892802,0.9144431744,1.456321965,0.3144809222,0.5387057902,0.7219281474,0.5865014057,0.4966942395,0.5194768378,0.3268850351,"mixed regime"
0.5712833883,0.4850318393,1.316981895,0.5722333287,0.4323301195,0.492960868,0.492960868,0.5271749459,0.6646032315,0.3166970579,"mixed regime"
0.3263247694,0.8352104727,1.226987897,0.7510810599,0.5338557687,0.5259647478,0.5259647478,0.6174264283,0.5523599234,0.3977340686,"mixed regime"
0.9047520754,0.5255910031,1.087155298,0.9586777811,0.2445595627,0.4881133883,0.4881133883,0.6613617806,0.5026108371,0.4401417614,"fragmentation risk"
0.4108584395,0.5343440777,0.145010815,0.01722924139,0.5282395617,0.4876572802,0.2114231665,0.1083385108,0.08606671383,0.09975309018,"mixed regime"
0.4693224123,0.9079203771,0.09259905835,0.01031337465,0.755761367,0.6854375858,0.2400635008,0.1037081079,0.03902082523,0.09981331018,"mixed regime"
0.6467240637,0.7175572663,0.04382162883,0.00622415806,0.5698442875,0.6418653457,0.2014202357,0.07969488286,0.02052010672,0.07809241811,"mixed regime"
0.764907837,0.6461470503,0.03047902714,0.005396197992,0.4779324171,0.6181620248,0.1889507893,0.07320585566,0.01466791875,0.07214760051,"mixed regime"
0.2320421549,0.5284762566,1.263073131,0.6808005071,0.742535061,0.4498866559,0.4498866559,0.542082832,0.6467546608,0.3291825096,"mixed regime"
0.8244396576,0.05015008623,1.065462233,0.9764739128,0.7321951341,0.3116633962,0.3116633962,0.5210440967,0.5553770965,0.3349953512,"mixed regime"
0.539654075,0.2633089833,1.220617068,0.7630746665,0.3979476472,0.3838271513,0.3838271513,0.5229134313,0.7702327941,0.2953924665,"polarization risk"
0.8231964154,0.2693401127,0.6746510495,0.5554002072,0.5684623249,0.5013819922,0.5013819922,0.5250075141,0.3119945548,0.400159827,"mixed regime"
0.751469818,0.1985111482,0.8898276446,0.9347903085,0.4052751567,0.3924781424,0.3924781424,0.5799891938,0.5091321157,0.3843196946,"mixed regime"
0.7140298762,0.1475813383,0.6759261791,0.5579612376,0.40311747,0.3489204971,0.3489204971,0.430994153,0.4188805016,0.3037564844,"mixed regime"
0.6745524514,0.235522601,0.4243729759,0.1586882446,0.8341444367,0.5098352475,0.3808102083,0.3015307179,0.1997021389,0.2513379847,"constrained stability"
0.6313135279,0.3239167866,0.3326468257,0.08422835449,0.624988771,0.5037134977,0.3221085631,0.2252460667,0.1748630557,0.191721125,"constrained stability"
0.8971463519,0.5000722439,0.8692344351,0.9093747888,0.2120099081,0.4564754245,0.4564754245,0.6224634852,0.4207933299,0.4381098025,"fragmentation risk"
0.5802419179,0.8437188398,0.7051443323,0.6169302868,0.513336412,0.6310585267,0.6274964198,0.6246612166,0.2749321953,0.4899564219,"mixed regime"
0.8552488167,0.8885860117,1.072443646,0.9712649254,0.4666000312,0.7078027395,0.7078027395,0.8161193953,0.3674970283,0.5967979297,"constructive transformation"
0.4022199507,0.5400282906,1.454373816,0.3175959313,0.4143536643,0.4481434997,0.4111795989,0.3838160435,0.8227112976,0.2105742385,"mixed regime"
0.5679435087,0.4066303056,0.8126328972,0.8228052596,0.5977736448,0.5168294058,0.5168294058,0.6371249979,0.3889727627,0.4587022978,"mixed regime"
0.3606851251,0.7383688554,1.057976708,0.9814993952,0.5412920463,0.5243376973,0.5243376973,0.6952429789,0.4887442427,0.4669996088,"mixed regime"
0.7305574148,0.6035086279,1.160669736,0.8663941315,0.5015987563,0.6047345233,0.6047345233,0.7109394194,0.4756064819,0.4817947252,"mixed regime"
0.571946498,0.3756827483,0.6842984738,0.5748143983,0.50415328,0.4767013899,0.4767013899,0.5185886019,0.354837532,0.3827681103,"mixed regime"
0.8626579182,0.7277264273,1.699562364,0.06595256868,0.3480379206,0.6022975662,0.3464704977,0.2226129277,0.7438258768,0.1276577728,"fragmentation risk"
0.7490187716,0.5300914243,0.7423983657,0.691661296,0.358895556,0.5223206391,0.5223206391,0.5926762389,0.3436510189,0.4410938782,"mixed regime"
0.2864045738,0.2689046395,0.7941395563,0.7902260502,0.5270079832,0.3436622371,0.3436622371,0.4998740607,0.5569081412,0.3210684353,"mixed regime"
0.8812600857,0.2390080484,0.6771944346,0.5605101313,0.8455757493,0.5626302111,0.5620994405,0.5616751846,0.267883551,0.4430021859,"mixed regime"
0.7346865573,0.1914644311,0.08618759754,0.009665582229,0.8359274678,0.4899137159,0.1836101578,0.08373719097,0.04429670652,0.08018524855,"constrained stability"
0.9312483306,0.6267204942,0.744856598,0.6965216376,0.1425836871,0.4365859429,0.4365859429,0.5387148374,0.3485298746,0.3994830575,"mixed regime"
0.2155519948,0.5421898249,1.406286213,0.3996975478,0.5180357549,0.3926639657,0.3926639657,0.3958136292,0.8428741302,0.2147806096,"mixed regime"
0.3115173437,0.6123926907,0.45238823,0.1890029787,0.6611199424,0.5014921767,0.3929300866,0.3232631357,0.2287145419,0.2630905102,"mixed regime"
0.3112220774,0.2738963028,0.5742523665,0.3653111514,0.682512679,0.3874857749,0.3818190169,0.3773453376,0.3481477703,0.2798990926,"mixed regime"
0.7176046115,0.600217921,0.1214245502,0.01372818087,0.3609916226,0.5377293823,0.2149443698,0.1032133606,0.06411828569,0.09699425521,"constrained stability"
0.9278963158,0.630182838,1.056872919,0.9821908858,0.5774381352,0.6963439843,0.6963439843,0.8129077432,0.3732078715,0.5919771944,"constructive transformation"
0.9153553588,0.4936960752,1.529603688,0.2105099006,0.5289099109,0.6205979968,0.4736155017,0.3815209053,0.6342753248,0.2334495905,"mixed regime"
0.8399597573,0.1007445632,0.3261217811,0.08023113419,0.8272141999,0.4121285421,0.2737538606,0.1973432609,0.1597326702,0.1701627159,"constrained stability"
0.750979514,0.562130255,0.6716351277,0.5493500728,0.4729805428,0.5844797135,0.5754921156,0.5684016461,0.2844004595,0.4425423877,"mixed regime"
0.4526263726,0.5848316484,1.17452076,0.8443330022,0.4139099856,0.4785113115,0.4785113115,0.6178341487,0.6085980344,0.384082372,"mixed regime"
0.7365728261,0.5516258912,0.5262577338,0.2874107301,0.5950027268,0.622959429,0.5134173812,0.4398242898,0.2195834098,0.360634858,"mixed regime"
0.384571974,0.5910252231,0.04111862504,0.006047713868,0.7961166948,0.5656139682,0.1818812388,0.07338412586,0.02104766969,0.07187140036,"mixed regime"
0.9357055791,0.06488568202,1.565601921,0.1691020398,0.229025978,0.2404681782,0.2202066456,0.2052336968,1.07985662,0.09867684862,"polarization risk"
0.8147463931,0.623967658,0.981790888,0.9981596302,0.7514884336,0.7256083563,0.7256083563,0.8375799104,0.3367128189,0.6265967518,"constructive transformation"
0.817828221,0.5151010437,0.1461549921,0.01741741021,0.2091003721,0.4449416996,0.1979125011,0.1035164384,0.0839999152,0.09549487688,"constrained stability"
0.8869851245,0.3459384527,1.509931267,0.2358379083,0.207635015,0.399397421,0.3501122816,0.3151004456,0.8432209895,0.170950986,"polarization risk"
0.2962864249,0.2105755352,1.116012623,0.9279551968,0.3928061623,0.2904686858,0.2904686858,0.4898823354,0.9377179285,0.2528140594,"mixed regime"
0.6095255104,0.4365364995,0.3656911674,0.1069637836,0.5255607131,0.5190530897,0.3497180311,0.2549899242,0.1903312395,0.2142176192,"constrained stability"
0.5127187634,0.339119488,0.6650289171,0.536137516,0.4682281602,0.4334075736,0.4334075736,0.4769439695,0.3792636345,0.3457960883,"mixed regime"
0.6254819836,0.4154349566,0.3351157619,0.08578164027,0.4219450901,0.4786204601,0.3114167955,0.2208119885,0.188874351,0.1857319811,"constrained stability"
0.6253095026,0.4321397692,1.412901074,0.3878441683,0.8945177554,0.6229254527,0.5533391184,0.5033100607,0.5639634404,0.3218170244,"polarization risk"
0.5727589804,0.198076951,0.804334519,0.8084031993,0.7769957744,0.4450493477,0.4450493477,0.582179761,0.4036038765,0.4147749737,"mixed regime"
0.6507203376,0.6722114211,0.1819131755,0.02427897,0.5945866281,0.6383200241,0.2818943789,0.1465968957,0.08270988433,0.1353981319,"mixed regime"
0.4832427961,0.7870274433,0.6357558427,0.4785107028,0.3384476468,0.5049118784,0.498178069,0.4928557396,0.3017499943,0.3786101339,"mixed regime"
0.6725763885,0.6510481826,0.2669808901,0.05053472627,0.5136479385,0.6081444753,0.3265145611,0.1985268191,0.1233859346,0.1767218308,"mixed regime"
0.8479577918,0.02781847715,0.8064016955,0.8120251971,0.4412338938,0.2183360677,0.2183360677,0.3942986534,0.5252246555,0.2585184104,"mixed regime"
0.8069041847,0.5738444165,0.2333118832,0.03817345789,0.4133398502,0.5762900686,0.2923622038,0.1698811922,0.1118223824,0.152795262,"constrained stability"
0.4916485525,0.2241951681,1.10912752,0.9359810143,0.7164310405,0.429027505,0.429027505,0.6094484719,0.595887911,0.3818867652,"mixed regime"
0.5710550045,0.436386857,1.799768286,0.02862438862,0.7876007787,0.581145992,0.2737776492,0.149929877,0.8699490693,0.08017858852,"polarization risk"
0.4765192457,0.3610439096,0.4409048401,0.1761187748,0.5454313877,0.4544228891,0.3585473878,0.2966303978,0.2531692359,0.2367041811,"constrained stability"
0.7633811387,0.5660871061,0.7173991738,0.6416677746,0.7131464952,0.6754623503,0.6668504021,0.6600399668,0.2647751995,0.521863464,"mixed regime"
0.4448143522,0.2386120829,0.9195630357,0.9646933222,0.5579679923,0.3897865386,0.3897865386,0.5860436069,0.5637406605,0.3747703323,"mixed regime"
0.4981281845,0.5976115255,0.3419008381,0.09016800794,0.5861683316,0.5588056782,0.3541675169,0.2459048302,0.1679214882,0.2105491103,"mixed regime"
0.6263333353,0.2003379693,0.9317223282,0.9744333916,0.5651606304,0.4139172872,0.4139172872,0.6084724674,0.5159754833,0.401373554,"mixed regime"
0.4070419338,0.3866702069,1.184856136,0.8270887428,0.9157538712,0.5243076676,0.5243076676,0.6436812585,0.5304280134,0.4205890463,"mixed regime"
0.8233258455,0.5012119577,1.126921268,0.9143933033,0.1234902452,0.3707449765,0.3707449765,0.556546259,0.6196052239,0.3436308125,"fragmentation risk"
0.6038836678,0.3495118823,0.5320111295,0.2961935577,0.4370575326,0.4518399354,0.4065672215,0.3736375888,0.2960518187,0.2882890819,"mixed regime"
0.8394929056,0.5805170961,0.3157620358,0.07419868568,0.6876019023,0.694581222,0.3970921774,0.253878525,0.1260676014,0.2254558472,"mixed regime"
0.7793087262,0.4385086444,0.225930121,0.03583604721,0.4789936466,0.5470232899,0.2767479342,0.1604527794,0.1144785266,0.1439711718,"constrained stability"
0.230621545,0.5750515488,0.6321508254,0.4715458335,0.589117604,0.4275000978,0.4275000978,0.4467871567,0.3468989837,0.331715416,"mixed regime"
0.8540992812,0.2428337434,1.631816056,0.1088558535,0.6693654454,0.5177978308,0.350617119,0.2566678242,0.7708460668,0.1449407879,"polarization risk"
0.6153321905,0.1354200663,0.9393294625,0.9797581506,0.648284747,0.378024099,0.378024099,0.5802821562,0.528585911,0.3796202438,"mixed regime"
0.6455705459,0.9140145301,1.222658387,0.7592482893,0.5885980071,0.7029188635,0.7029188635,0.7277305031,0.4288371335,0.5093166226,"mixed regime"
0.8225749482,0.4598050279,0.747495071,0.7017239277,0.8189165611,0.6765962965,0.6765962965,0.6877904122,0.2690870798,0.5419568311,"mixed regime"
0.2624371738,0.6326123252,0.9058839955,0.9519810747,0.5464858372,0.449345749,0.449345749,0.6299442153,0.4790803621,0.4259026294,"mixed regime"
0.7348317676,0.6156229768,1.184420851,0.8278276661,0.3127835615,0.5210933785,0.5210933785,0.6417657363,0.5422348898,0.4161271026,"fragmentation risk"
0.369884448,0.3702791858,1.164371632,0.8606217505,0.6671324291,0.4504042445,0.4504042445,0.6027634418,0.6267812017,0.3705252072,"mixed regime"
0.9105894522,0.3519423345,1.07907556,0.9658578787,0.5304550586,0.5539631895,0.5539631895,0.7114189855,0.4597778154,0.4873474429,"mixed regime"
0.4405245682,0.3718286408,0.5575794019,0.3370843301,0.5119231895,0.4376960145,0.4100285384,0.3891591799,0.3215002101,0.294482874,"mixed regime"
0.7382641196,0.8310161102,0.4434675569,0.1789384991,0.6433672225,0.733544917,0.5155205494,0.3887777457,0.1625514105,0.3344176801,"mixed regime"
0.8907513392,0.3849613901,1.21702741,0.769763736,0.9075759801,0.677670973,0.677670973,0.7176641256,0.4253913177,0.5034856861,"polarization risk"
0.7579101972,0.283778267,1.272707078,0.6615551375,0.6289814596,0.5133476467,0.5133476467,0.5754148787,0.5827366477,0.3635569313,"polarization risk"
0.8205648227,0.1098801448,1.01036473,0.9994033579,0.5110562809,0.3585091817,0.3585091817,0.5686676426,0.5613104863,0.3642245713,"mixed regime"
0.8690345773,0.7935260088,1.029299524,0.9952421209,0.7810242874,0.8136186978,0.8136186978,0.8908394538,0.3160071211,0.6769260132,"constructive transformation"
0.7452883279,0.5861270626,1.332708798,0.54065548,0.5984007702,0.6393952602,0.6131365583,0.5929081923,0.5240792672,0.389027136,"mixed regime"
0.811891888,0.4039719696,1.549263462,0.1871102046,0.3759369333,0.4977234958,0.3897314699,0.3204699714,0.7818512432,0.1798522591,"polarization risk"
0.7840414058,0.8295147927,0.2281523698,0.03652656931,0.3144808573,0.5891860418,0.2939960924,0.1685826378,0.1026773025,0.1528848353,"constrained stability"
0.5905689897,0.3454318043,1.075963625,0.9684502364,0.4904385764,0.4642364049,0.4642364049,0.6463107003,0.5690894433,0.4119017581,"mixed regime"
0.6513715564,0.1206815522,0.7220798457,0.6510889849,0.7138877645,0.3828540145,0.3828540145,0.4861904451,0.3863879605,0.3506885943,"mixed regime"
0.2744057406,0.4424617526,1.151224841,0.8806898688,0.6489686568,0.428710595,0.428710595,0.5927351324,0.6415128744,0.3610907606,"mixed regime"
0.4554684825,0.8883564374,1.557242603,0.1781539308,0.5426206773,0.6032731192,0.4447176161,0.3484501212,0.6680109711,0.2089015763,"mixed regime"
0.601551854,0.5875471677,1.750222063,0.04385569035,0.1507747723,0.3763120824,0.219870827,0.1430418663,1.122120915,0.06740514419,"fragmentation risk"
0.3421202773,0.3310262823,0.4544360845,0.191368292,0.2750006017,0.314623853,0.2778505297,0.2515514912,0.3706663458,0.1835249636,"mixed regime"
0.4626367105,0.4147212287,0.1750260322,0.02279962078,0.4768227682,0.4505930072,0.213707735,0.1176654274,0.1116316871,0.1058492923,"constrained stability"
0.8585037416,0.354666669,0.3962447276,0.1319788635,0.2543068275,0.426226253,0.3179481067,0.2514948411,0.2219329576,0.2058172173,"constrained stability"
0.2737610923,0.2491031812,0.03473783659,0.005648961374,0.8151361608,0.381645711,0.1331182013,0.05731906331,0.02361321224,0.05599679901,"constrained stability"
0.721429268,0.6533739098,1.268272699,0.6704308779,0.4066346976,0.576571706,0.576571706,0.6170617597,0.5378573134,0.4012477324,"mixed regime"
0.7185260097,0.4275793951,1.31764629,0.5708944608,0.4069234378,0.5000237763,0.5000237763,0.5307560872,0.6417985963,0.3232772207,"polarization risk"
0.7870746403,0.2203863231,0.7206429431,0.6481989653,0.8658891397,0.531562437,0.531562437,0.5811973242,0.2996545325,0.4471937039,"mixed regime"
0.8722329591,0.8866121856,0.4092220813,0.143848885,0.383439588,0.6668390839,0.4544565944,0.3344024884,0.1575906221,0.2888780213,"constrained stability"
0.7629320147,0.7864665275,0.6759512882,0.5580116852,0.5682476001,0.6986096244,0.6604451369,0.6314202306,0.243315003,0.5078521767,"mixed regime"
0.4521890227,0.3224458229,1.736356342,0.04917661788,0.3871071149,0.3835917941,0.2295311567,0.1522017041,1.248034135,0.06770435634,"polarization risk"
0.5296907324,0.3684829664,1.291070118,0.6245794458,0.4670172301,0.4500466828,0.4500466828,0.5215622142,0.7112402856,0.3047860774,"polarization risk"
0.7225810216,0.2800152094,0.3867438243,0.1237674644,0.492934856,0.4637521117,0.3333235884,0.2559352864,0.2114677723,0.2112604993,"constrained stability"
0.8208491086,0.4791650211,0.1427056196,0.01685554057,0.5188032415,0.5887311833,0.2421717338,0.1189840042,0.06924132651,0.1112789052,"mixed regime"
0.5768780968,0.3160165766,0.5518193177,0.3276131459,0.5050848797,0.4515641203,0.4167541185,0.3908483465,0.3040773013,0.29971256,"mixed regime"
0.6548021899,0.620811923,0.4512362941,0.1876814973,0.6803128171,0.6515177845,0.4773094922,0.3721337918,0.1854469585,0.3139185512,"mixed regime"
0.6101787454,0.6689226792,1.394596802,0.4210360301,0.5542359615,0.6093159768,0.555535402,0.5159493613,0.5837886422,0.3257690752,"mixed regime"
0.82477165,0.2803673208,0.6269673986,0.4615919472,0.5922835055,0.5154623128,0.5014322292,0.4904836168,0.2851336183,0.3816596265,"mixed regime"
0.8669394136,0.8339951194,1.022172034,0.9972726201,0.6288544644,0.7689547814,0.7689547814,0.8643939013,0.3298665867,0.6499854271,"constructive transformation"
0.3784318354,0.5067384985,0.9328797886,0.9752821552,0.31735444,0.3933435633,0.3933435633,0.5918794361,0.5845593689,0.3735293531,"fragmentation risk"
0.665381391,0.4742723374,0.0003654781207,0.003881648169,0.7485061662,0.6181557915,0.174011319,0.06311915036,0.0001772297654,0.06310796575,"mixed regime"
0.4157776945,0.2800135211,0.20082597,0.02877589014,0.7357661279,0.4408186837,0.2228189825,0.1290939654,0.1213907421,0.1151195213,"constrained stability"
0.7153256157,0.7455399863,1.639414674,0.1031681454,0.7944185011,0.7510600979,0.4572381122,0.3074090224,0.6043875565,0.1916052148,"mixed regime"
0.7170567904,0.5849998942,0.4539293543,0.1907810943,0.9185509622,0.7276751302,0.5206992871,0.3983882709,0.1655886645,0.3417914767,"mixed regime"
0.3485825555,0.5424845533,0.08165538603,0.009229820093,0.4277345272,0.4324697928,0.1652970651,0.07657951899,0.05502018559,0.07258583299,"constrained stability"
0.7353579587,0.6992332691,1.516671958,0.2269433012,0.5795851756,0.6679532231,0.509963249,0.41093501,0.6008668957,0.2566953012,"mixed regime"
0.6667319349,0.6164420273,0.7141908602,0.6351996544,0.8543515742,0.7054940799,0.6872228537,0.6729471675,0.2528334426,0.5371401693,"mixed regime"
0.1815847796,0.4214610727,0.7162215235,0.6392944504,0.7185070539,0.3802675931,0.3802675931,0.4804127713,0.4208560911,0.3381150099,"mixed regime"
0.4872407107,0.5066375942,0.1826766679,0.02444797374,0.2020790444,0.3681183104,0.1868750331,0.1086431559,0.1321032615,0.09596576533,"constrained stability"
0.5902506544,0.4333480805,0.1715551744,0.02208418594,0.686454678,0.5599661068,0.2495408526,0.1307150476,0.08754627287,0.1201926308,"constrained stability"
0.2337313534,0.1954090798,0.1033579981,0.01148765079,0.4283836484,0.2694624161,0.1224422935,0.0651445459,0.1054709637,0.05892922387,"constrained stability"
0.5315530358,0.4266592451,0.3184387983,0.07572111888,0.7161079331,0.5455929495,0.3330088825,0.2243496893,0.1586380622,0.1936322451,"constrained stability"
0.2152239733,0.4308293619,1.360126637,0.4865057112,0.8115848437,0.422191957,0.422191957,0.4500078086,0.7235369891,0.2610955329,"polarization risk"
0.535998258,0.2516012851,0.8124120682,0.8224268518,0.2742011519,0.3331566625,0.3331566625,0.5003229829,0.5823920446,0.3161814321,"fragmentation risk"
0.4693987095,0.136613276,0.1962161036,0.0276184919,0.7162689876,0.3581269316,0.1887242579,0.1130473333,0.1298579908,0.1000544619,"constrained stability"
0.5589278123,0.09505444171,1.433429524,0.3521588,0.6726870865,0.3293925272,0.3293925272,0.3394492892,0.8655652009,0.1819552,"polarization risk"
0.3890480265,0.2851639201,0.1344855642,0.01558024793,0.4683505385,0.3731552925,0.1686789136,0.08937123247,0.1025635434,0.08105767055,"constrained stability"
0.6156947825,0.4041734188,0.96127255,0.9917023098,0.4437273984,0.4797516631,0.4797516631,0.6651669541,0.4946478521,0.4450325561,"mixed regime"
0.3177358408,0.2789276399,0.877539394,0.9200617932,0.4633367125,0.3449992549,0.3449992549,0.5364356533,0.6245834435,0.3301988922,"mixed regime"
0.9735647218,0.3383991624,0.7817825239,0.767551838,0.8089554469,0.6435360845,0.6435360845,0.6966482801,0.2827980221,0.5430693438,"mixed regime"
0.7709611622,0.366044562,1.621833648,0.1166933144,0.5385844954,0.5336707936,0.3649358849,0.2692595269,0.7948115162,0.1500210604,"polarization risk"
0.8316893036,0.3849465541,1.083564619,0.9619481795,0.8551128631,0.6493243119,0.6493243119,0.7749473007,0.3982122513,0.5542415323,"constructive transformation"
0.8268919245,0.3762932383,0.7400775893,0.68706152,0.8215792835,0.6346606151,0.6346606151,0.6577273225,0.2782848067,0.5145389502,"mixed regime"
0.7133572593,0.2764047437,0.6151772569,0.439237886,0.8101760814,0.5425969292,0.5146748503,0.4933753404,0.2657797541,0.3897797692,"mixed regime"
0.4974598277,0.581910494,0.4493471563,0.1855283602,0.6952965592,0.586041127,0.4395908536,0.3492569764,0.202933538,0.2903377164,"mixed regime"
0.5843763095,0.5312004221,0.4042086966,0.1391725945,0.5468710854,0.5537052715,0.392055386,0.2974420993,0.196742792,0.2485430464,"mixed regime"
0.7828488565,0.3476656788,0.738346825,0.6836244392,0.4606988253,0.5005171335,0.5005171335,0.5759016632,0.3529837265,0.4256530599,"mixed regime"
0.6598439648,0.3167653997,0.6721189439,0.5503199277,0.4699009392,0.461383189,0.461383189,0.4994716345,0.3522832622,0.3693542977,"mixed regime"
0.7595604027,0.4928011416,0.3920256713,0.1282831346,0.3736592594,0.5190827419,0.3659905175,0.2767301178,0.1967989172,0.2312252408,"constrained stability"
0.9348327123,0.2762875346,1.788032062,0.03174660097,0.4948167774,0.5037091843,0.252382484,0.145198685,0.9130440939,0.0758992882,"polarization risk"
0.8806799484,0.5411771309,0.5058611194,0.2575560371,0.31895399,0.5336975321,0.4448251455,0.3845073425,0.2314479948,0.3122400167,"mixed regime"
0.5817124123,0.5860634154,1.633858631,0.1073035945,0.6260539085,0.5976150939,0.3890180351,0.2759359454,0.7484986591,0.1578130723,"mixed regime"
0.3549046269,0.199023296,1.44298358,0.3361521473,0.5322436552,0.3349978524,0.3349978524,0.3355167938,1.015349436,0.1664807045,"polarization risk"
0.6622323884,0.2493549079,1.251521598,0.7036587668,0.299972941,0.3672570486,0.3672570486,0.4920922475,0.7926956518,0.2744984889,"polarization risk"
0.8452121183,0.2270669621,0.8977184712,0.9435371821,0.3691138376,0.4137709507,0.4137709507,0.5995971461,0.4839025198,0.4040677458,"mixed regime"
0.7508759619,0.4244121512,1.632206257,0.1085579832,0.6097173861,0.5791995245,0.3810979294,0.2726486195,0.753521847,0.1554862975,"polarization risk"
0.5536816695,0.7543700995,1.22559382,0.7537183604,0.3709583492,0.5371017748,0.5371017748,0.625568995,0.5530378781,0.4028034369,"mixed regime"
0.3401327267,0.5599348109,0.4403809427,0.1755462534,0.5590971451,0.4739774948,0.3697568107,0.3031397939,0.2407872312,0.2443124705,"mixed regime"
0.7220767555,0.5892030535,1.775326626,0.03545047016,0.6115915524,0.6384152862,0.3099081216,0.173834792,0.7951195535,0.09683744552,"mixed regime"
0.7019248294,0.5039918318,0.4880236582,0.233115563,0.506918179,0.5639197734,0.4521742317,0.3789453641,0.22541414,0.309238609,"mixed regime"
0.6013115768,0.3041127542,0.112558313,0.01258445391,0.7700600546,0.5202589959,0.2051744569,0.09746445255,0.05985046859,0.09196056938,"constrained stability"
0.5444398494,0.614327103,0.7133403204,0.6334837346,0.06696832804,0.281885679,0.281885679,0.4058084796,0.4731562768,0.2754687239,"mixed regime"
0.8167795796,0.3388302704,1.10698818,0.9383882493,0.7259023873,0.5856728602,0.5856728602,0.724073173,0.4486846896,0.4998141957,"mixed regime"
0.164247309,0.3191858693,1.118564436,0.9248743729,0.1533312073,0.2003199293,0.2003199293,0.3987360687,1.336262566,0.1706726266,"fragmentation risk"
0.3260347699,0.457721033,0.9411387346,0.9809360132,0.2677507652,0.3418732883,0.3418732883,0.5493689993,0.6754358688,0.3278961669,"fragmentation risk"
0.4333689433,0.4412888389,0.239816975,0.04033907733,0.7300265087,0.5187679292,0.273943708,0.1643659666,0.127655382,0.1457590406,"constrained stability"
0.3272861112,0.5623273042,0.3424786374,0.09054960498,0.7342009328,0.5131494799,0.3325864564,0.2350894247,0.1750554572,0.2000666635,"mixed regime"
0.5723585662,0.6385403143,0.7546362758,0.7157222578,0.1863680228,0.4083908177,0.4083908177,0.5256864929,0.4179287506,0.3707425304,"mixed regime"
0.8071550233,0.8089419739,0.02107023006,0.004873668682,0.6782627756,0.7622383038,0.2155420839,0.07846665223,0.00839484221,0.07781342084,"stable but stagnant"
0.5128366799,0.233046077,1.055550676,0.9830023539,0.3914749829,0.360336534,0.360336534,0.5660295628,0.704783809,0.3320242483,"mixed regime"
0.7656310065,0.7824272582,0.09443323168,0.0105056734,0.3464605202,0.592069123,0.2160903055,0.0964818406,0.04474217043,0.09234990539,"constrained stability"
0.7741963657,0.4915066615,1.705458995,0.06298575866,0.5236917278,0.5840975933,0.334714598,0.2144006232,0.8029054586,0.1189195042,"mixed regime"
0.7248317181,0.4969062063,0.519452944,0.2772268113,0.7739616933,0.6532464008,0.5272499856,0.4441894275,0.2058911296,0.3683495273,"mixed regime"
0.5545923692,0.2385020605,0.2863323626,0.05903859653,0.1793260784,0.2873226249,0.1934467222,0.1409660775,0.2455960292,0.1131715854,"constrained stability"
0.6041398693,0.3616164377,1.778238016,0.03457077112,0.3650849247,0.4304537745,0.2291512111,0.1383817015,1.139901685,0.0646673174,"polarization risk"
0.6585328778,0.5953820474,0.2857569117,0.05876970201,0.4588440772,0.5645201426,0.3206623375,0.203958948,0.1405301036,0.1788282022,"mixed regime"
0.894984279,0.3486969536,1.005006462,0.9998607616,0.2353649963,0.418795312,0.418795312,0.6195463215,0.529552357,0.4050507448,"fragmentation risk"
0.7952510311,0.9013974912,0.4524887052,0.1891185502,0.6020183143,0.7556895728,0.5344918714,0.4051531733,0.1597117393,0.3493567923,"mixed regime"
0.5827418024,0.2827917942,0.3590896416,0.1020763905,0.6190259454,0.467251398,0.3194436675,0.2356509649,0.1990515535,0.1965311368,"constrained stability"
0.4451963617,0.7037487609,0.1043237982,0.01159865797,0.6823701135,0.5979475384,0.2231512106,0.1014257386,0.05077902262,0.09652432759,"mixed regime"
0.3445249636,0.4158088718,1.524602216,0.2167673824,0.1365660519,0.2694546817,0.2551894898,0.24432304,1.323336752,0.1051604077,"polarization risk"
