dataset_id,family,decision_index,fingerprint,priority,H,B,S,V,predictors,R_variants,delta_variants,G_variants,weight
aim_aim-100-2_0-no-2,satlib_dimacs_aim,22,0e89d6e2b52839447532d190cdcff31463b7092daa0596c9744e8155f8045933,ef0a145aa9eb0700fa788000943e744e47041f9925463011db63e2c3f52b0cb0,0.7794048182247748,0.7460157674288806,0.5727272725125,0.7632777777777778,"[12.0, 1.8909090909090909, 2.3868787322871325, 1.2622916365996755, 0.41666666663194446, 0.8336145216574128, 1.25, 0.6454545454545455, 0.2451386856589787, 0.37979232930578166, 0.09999999992, 0.9805904067885818, 1.12, 1.1196363636363638, 0.0026721706284907423, 0.00238664151405855, 0.0, 0.9999992851816886]","{""HBSV"": 0.7100442157194773, ""HBV"": 0.7627775523074082, ""HSV"": 0.6984433546443303, ""BSV"": 0.6883238688143835, ""HBS"": 0.6931379097324236}","{""HBSV"": -0.018828797548062104, ""HBV"": -0.004602984911009744, ""HSV"": -0.023159543224442913, ""BSV"": -0.020197384548229502, ""HBS"": -0.026220875128608823}","{""HBSV"": 0.10596156562376328, ""HBV"": 0.21883762506521973, ""HSV"": 0.09528561930538973, ""BSV"": 0.09659236614594893, ""HBS"": 0.10297130746388555, ""value_only"": 0.23472737961228188, ""response_only"": 0.2787109082412227}",0.0005868544600938967
aim_aim-100-2_0-no-2,satlib_dimacs_aim,34,ce57c4d05b2499b009b8197083984a87930777c2055186ce96515012286642fe,efb82d9736e7a5d21de04ac2f1283a38162f48115da7aead0ebd7965778f5f0d,0.8013787161261158,0.7686187723747006,0.638709677163871,0.760318100358423,"[12.0, 1.903225806451613, 2.519022323271566, 1.3235541013625147, 0.41666666663194446, 0.8000624660452458, 1.125, 0.6653225806451613, 0.2275994482527433, 0.34208886716268067, 0.0, 0.9845470946950462, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999991]","{""HBSV"": 0.7395404006245618, ""HBV"": 0.776571366859629, ""HSV"": 0.7300941633386988, ""BSV"": 0.720006810399215, ""HBS"": 0.7327414548307014}","{""HBSV"": -0.0006055476637567558, ""HBV"": -0.01129541892432806, ""HSV"": 0.0067447779887105375, ""BSV"": 0.0051696754380807786, ""HBS"": -0.003908980309596077}","{""HBSV"": 0.3885216345848847, ""HBV"": 0.14681264497292673, ""HSV"": 0.47387161993580845, ""BSV"": 0.4327812673076511, ""HBS"": 0.3993362059773449, ""value_only"": 0.3726190681758618, ""response_only"": 0.516860242912983}",0.0005868544600938967
aim_aim-100-2_0-no-2,satlib_dimacs_aim,59,a5859807690a45f7df1ec14eb43756a6abe448c6b3ad2faec136b5896b1e6835,f481d91abe598f3b1ac0b20cfc053a73e0734660060bdc6a341212d303826998,0.8401867082043541,0.8055555555879629,0.6562499997539065,0.7494118265993266,"[4.0, 1.0277777777777777, 1.1899138883668832, 1.1577540524196932, 0.0, 0.8426767232911061, 1.125, 0.7083333333333334, 0.19094065395649334, 0.269563275793313, 0.11111111101234566, 0.9903254005529143, 4.12, 1.3969444444444445, 0.5816610288382194, 0.416380931063555, 0.2427184465430295, 0.9836726378502483]","{""HBSV"": 0.7595656051034131, ""HBV"": 0.797499859917956, ""HSV"": 0.7448266747726902, ""BSV"": 0.7344492392107149, ""HBS"": 0.7629806782973376}","{""HBSV"": -0.003003058159023131, ""HBV"": -0.0011351139244369923, ""HSV"": -0.0031237426258208245, ""BSV"": -0.0030898111944283047, ""HBS"": -0.00457460362173101}","{""HBSV"": 0.46533662255721675, ""HBV"": 0.47542523189459135, ""HSV"": 0.42823572868098775, ""BSV"": 0.39902429339589063, ""HBS"": 0.528641507736223, ""value_only"": 0.4819159401894718, ""response_only"": 0.48337900658363075}",0.0005868544600938967
aim_aim-100-2_0-no-2,satlib_dimacs_aim,9,4b50a8792e2130bc51674fa9cb026d3ffb0d83c024c5540c8d0553648a0ac138,f56271dacc081c85b5f5a8918680cf3c4bd3f91194b3110aaa46ec2d866028f5,0.9197382018764664,0.8745827691726196,0.7993579450827792,0.7317651231415276,"[7.0, 0.4943820224719101, 1.01807921708533, 2.059296594029931, 0.4285714285102041, 0.70389888126087, 1.0, 0.7247191011235955, 0.12595112203059192, 0.17379302085666826, 0.0, 0.9965524820864449, 1.12, 1.1193258426966293, 0.004692272588274409, 0.004192052398949304, 0.0, 0.9999980218917649]","{""HBSV"": 0.8282177544306789, ""HBV"": 0.838067404384173, ""HSV"": 0.8133155504686276, ""BSV"": 0.7997814121716759, ""HBS"": 0.838067404384173}","{""HBSV"": -0.00561883993912371, ""HBV"": -0.0038532777341195867, ""HSV"": -0.005569224935340955, ""BSV"": -0.0045843581579924075, ""HBS"": -0.0038532777341195867}","{""HBSV"": 0.7778156460383874, ""HBV"": 0.6161490057582407, ""HSV"": 0.7338258665660137, ""BSV"": 0.6972098049402771, ""HBS"": 0.8209635680585093, ""value_only"": 0.8123972546382886, ""response_only"": 0.4470293427172706}",0.0005868544600938967
aim_aim-100-2_0-no-2,satlib_dimacs_aim,15,ef8a5a01f512e1492d0375aa95b552891716703c4162f2151ace8c2ed9317f77,f74e064cc36f2edd2cc90e63223817fba6e137745f61615526a57e166f236405,0.8642911296795232,0.8167444617625944,0.6999999997199999,0.7421245348219032,"[7.0, 1.0526315789473684, 1.4317337377616257, 1.3601470495814048, 0.4285714285102041, 0.8084736143846958, 1.125, 0.7039473684210527, 0.18232113763882918, 0.2589982512311617, 0.11111111101234566, 0.9914882005093643, 1.12, 1.1192105263157894, 0.005068779022173221, 0.004528887906665523, 0.0, 0.99999760721165]","{""HBSV"": 0.7781803692854832, ""HBV"": 0.806134821647607, ""HSV"": 0.7657346420094063, ""BSV"": 0.7514273691489733, ""HBS"": 0.7905841405611089}","{""HBSV"": -0.00860822967459629, ""HBV"": -0.006558591764604049, ""HSV"": -0.006012369425206221, ""BSV"": -0.009046443513880842, ""HBS"": -0.012842582041611483}","{""HBSV"": 0.49123408629032095, ""HBV"": 0.36602322126157394, ""HSV"": 0.5005525454814663, ""BSV"": 0.406840948299785, ""HBS"": 0.5592140785465455, ""value_only"": 0.5853228296357136, ""response_only"": 0.40619190516943887}",0.0005868544600938967
aim_aim-100-2_0-no-2,satlib_dimacs_aim,65,8fca06917cbb8cdadf9282ef91b28e88af1e7c9511bbfd47a26c16a52ae05cf1,ff1c42f87fe2d55a778d13e889b6a7a97c041b59ae3145b67dcee348d8f908a0,0.8525921299612841,0.8138625203660366,0.5423076921450002,0.7409385521885522,"[12.0, 1.205128205128205, 1.7856908047671949, 1.4817434325134597, 0.6666666666111111, 0.8096384557493888, 1.5, 0.7307692307692307, 0.20222809685060714, 0.27673318478530123, 0.24999999983333332, 0.990509584340208, 4.12, 1.43974358974359, 0.6087776200420288, 0.42283752742918, 0.2427184465430295, 0.9830370556233838]","{""HBSV"": 0.7266580370814846, ""HBV"": 0.8011088330217023, ""HSV"": 0.6997180741327277, ""BSV"": 0.6889584038404443, ""HBS"": 0.7219592930691678}","{""HBSV"": -0.016874124453042483, ""HBV"": 0.014875337377663667, ""HSV"": -0.030211161066895587, ""BSV"": -0.032165311924692186, ""HBS"": -0.016551685570544317}","{""HBSV"": 0.1609414281868851, ""HBV"": 0.866838239849575, ""HSV"": 0.07076325892316694, ""BSV"": 0.054805185950689186, ""HBS"": 0.23325877251485935, ""value_only"": 0.3079748971764443, ""response_only"": 0.3011903221360323}",0.0005868544600938967
aim_aim-100-2_0-no-4,satlib_dimacs_aim,5,a852fb1fc8534f9df0d6dfbe36d96e8dc4a38c39ec888ab911993b18488d0bc2,1551e8254e71a85d33fd81d2a8bf97b77f1151c310b8df9f7cc3066c66cfe140,0.9618008185616735,0.9181271406077874,0.8389057747164568,0.7255047818611648,"[2.0, 0.2127659574468085, 0.43448037992898164, 2.042057776068542, 0.49999999975, 0.6441179134838894, 1.0, 0.7473404255319149, 0.08547956744674573, 0.11437835344117485, 0.12499999987499999, 0.9984911988569857, 1.12, 1.12, 0.0, 0.0, 0.0, 1.0000000000000002]","{""HBSV"": 0.8562199797521587, ""HBV"": 0.8620704310864363, ""HSV"": 0.8365261760471033, ""BSV"": 0.8236678152420936, ""HBS"": 0.8620704310864363}","{""HBSV"": -0.010325720138109729, ""HBV"": -0.004475268803832089, ""HSV"": -0.025237578857247756, ""BSV"": -0.023572226941818153, ""HBS"": -0.004475268803832089}","{""HBSV"": 0.8344221512188161, ""HBV"": 0.7166722086624142, ""HSV"": 0.6268049671395964, ""BSV"": 0.5807878804674486, ""HBS"": 0.8736520885835135, ""value_only"": 0.890221279969008, ""response_only"": 0.38326674963606516}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,15,5ad72cb5573ed10faa668a793debdfdc335d43afbb29406829be58515fad40d0,183778615dc731d5cfa2d99501436de4110c3d6ecd2385d38ec9b99b976984ec,0.879518072315648,0.8285427411981502,0.7397260270802348,0.7367168257921682,"[4.0, 0.7945205479452054, 0.9209718528203622, 1.1591542270908308, 0.0, 0.8405421723739224, 1.0, 0.6917808219178082, 0.17320778926577796, 0.2503795762004769, 0.0, 0.9923245414263422, 1.12, 1.12, 0.0, 0.0, 0.0, 1.0000000000000002]","{""HBSV"": 0.7938396616126416, ""HBV"": 0.8127433495205243, ""HSV"": 0.7825980330263055, ""BSV"": 0.7671768130822119, ""HBS"": 0.8127433495205243}","{""HBSV"": -0.01075290014971142, ""HBV"": -0.006381935838246866, ""HSV"": -0.009544967548502203, ""BSV"": -0.011057556201427787, ""HBS"": -0.006381935838246866}","{""HBSV"": 0.5488203438871131, ""HBV"": 0.4054065348293819, ""HSV"": 0.5442078879005102, ""BSV"": 0.4592323903335192, ""HBS"": 0.7195690063382134, ""value_only"": 0.6671853381912973, ""response_only"": 0.37764017992084076}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,18,5c9bf0038dd80fc9dafeec8e8429a2cec588889d8d63e751d659e14509d5e630,1db7a73ed06103759553e0eedba1d2a1753f4ec1e52478f753db62efcda12677,0.8463157895094671,0.8078336016304273,0.6746268654017911,0.742894617819991,"[7.0, 1.2238805970149254, 1.4944763523831615, 1.2210965308275408, 0.0, 0.8484115592551399, 1.125, 0.6902985074626866, 0.19117445458879848, 0.27694461489500993, 0.11111111101234566, 0.990324577226064, 1.12, 1.12, 0.0, 0.0, 0.0, 1.0000000000000009]","{""HBSV"": 0.7650878412671824, ""HBV"": 0.7978609130890849, ""HSV"": 0.7513479326708614, ""BSV"": 0.7397828387817864, ""HBS"": 0.7726319496479986}","{""HBSV"": -0.013994672151098508, ""HBV"": -0.0017902462670188468, ""HSV"": -0.016800675660879394, ""BSV"": -0.017384305735576255, ""HBS"": -0.019497659001419754}","{""HBSV"": 0.34765079006321836, ""HBV"": 0.4581332026422725, ""HSV"": 0.30284582120712333, ""BSV"": 0.2596358061904633, ""HBS"": 0.4017127779454164, ""value_only"": 0.5128342244203153, ""response_only"": 0.33609846183113506}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,10,c21a2c7b434088e7d346c9d9c22059c13f8475003af24db4afbea5503856f613,22f7673656a6004b68291ba01638fb2bc3ce126ec8b307801a2f912d6abd6e45,0.9190371991414514,0.864724758020866,0.8571428567472528,0.7275625300625301,"[2.0, 0.5238095238095238, 0.5870870479018073, 1.1208025438546454, 0.0, 0.8256181737803823, 0.875, 0.7291666666666666, 0.13339842161318435, 0.18294640653289776, 0.0, 0.995944737375132, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999982]","{""HBSV"": 0.833093544956548, ""HBV"": 0.833093544956548, ""HSV"": 0.8306515408315387, ""BSV"": 0.8139551513251113, ""HBS"": 0.833093544956548}","{""HBSV"": 0.006294121338528025, ""HBV"": -0.0020286137024790873, ""HSV"": 0.01819027684776864, ""BSV"": 0.015728875979196588, ""HBS"": -0.0020286137024790873}","{""HBSV"": 0.8836977316639676, ""HBV"": 0.6409328723324947, ""HSV"": 0.9280262404740492, ""BSV"": 0.8985474312014216, ""HBS"": 0.8199712255866334, ""value_only"": 0.8284804926627825, ""response_only"": 0.6113585040813452}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,11,c9e110160ee6bd27b78b24cf97b409f2f4e074b38ab8fd23b56a48ebfdbb97fb,25f1b283695439a2a89f03775143ed0360ecd6174c54b081ea0adefd61a77e4b,0.9161147903041992,0.8644819196548134,0.7951807225507745,0.7286397103565778,"[2.0, 0.5542168674698795, 0.5860427232296535, 1.0574249117455428, 0.0, 0.839155423301981, 1.0, 0.7304216867469879, 0.13085954214595458, 0.17915615642464774, 0.12499999987499999, 0.9961444575499977, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999992]","{""HBSV"": 0.8230403403066697, ""HBV"": 0.832542121189385, ""HSV"": 0.8096727529249215, ""BSV"": 0.7941664411889885, ""HBS"": 0.832542121189385}","{""HBSV"": -0.010053204649878245, ""HBV"": -0.0005514237671629951, ""HSV"": -0.020978787906617224, ""BSV"": -0.019788710136122822, ""HBS"": -0.0005514237671629951}","{""HBSV"": 0.7087240128351752, ""HBV"": 0.6774033808212048, ""HSV"": 0.5428311307916498, ""BSV"": 0.4816933480874274, ""HBS"": 0.8284002141789971, ""value_only"": 0.7940759872675319, ""response_only"": 0.38687268012032516}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,2,8b5e317a40550b1738c8e1845c8610919ac84aea456848ed1169fecfd79b62e3,2eccc6a720f92a35201c14a3bacd5d20b70ae9278f269ffd3c2aa78900941cbb,0.9839357429750489,0.9557821939912967,0.9183673465149135,0.7228921871779015,"[4.0, 0.12244897959183673, 0.4794832703865604, 3.9157800095113733, 0.7499999998125, 0.44118274313283123, 0.875, 0.7525510204081632, 0.0471766377778238, 0.06268895587909444, 0.0, 0.9995714093194615, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999974]","{""HBSV"": 0.8792918907776273, ""HBV"": 0.8792918907776273, ""HSV"": 0.867665309233017, ""BSV"": 0.8593095400303439, ""HBS"": 0.8792918907776273}","{""HBSV"": -0.0027543650588663926, ""HBV"": -0.0027543650588663926, ""HSV"": -0.0010409159313232719, ""BSV"": -0.0015160711223705103, ""HBS"": -0.0027543650588663926}","{""HBSV"": 0.9280609137499833, ""HBV"": 0.8191259072910773, ""HSV"": 0.9145169396809777, ""BSV"": 0.900106742926741, ""HBS"": 0.91121106700434, ""value_only"": 0.9314953083947527, ""response_only"": 0.4868502114986638}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,28,4308ba39b6f7034201f4d6b15679679713deba07ae41d78ebe659c35ade1982b,363c56f0b83a78cbe256e320a4ab78806dad42a802b9cc7e522fb1a537ec237b,0.9067499024766568,0.8509856458066034,0.6305220881432393,0.7290513569429232,"[4.0, 0.7710843373493976, 1.0678804725860405, 1.3849074860889694, 0.0, 0.8039165961546352, 1.25, 0.7484939759036144, 0.1558280155993715, 0.20818873686065467, 0.09999999992, 0.9950214197542805, 3.12, 1.216385542168675, 0.36781536198731923, 0.30238386509359777, 0.0, 0.9922238930340935]","{""HBSV"": 0.7717329529275107, ""HBV"": 0.8255105443239394, ""HSV"": 0.7469909067628406, ""BSV"": 0.7313527309953471, ""HBS"": 0.7865083766986714}","{""HBSV"": 0.08565794293847062, ""HBV"": 0.08899302073021365, ""HSV"": 0.07244910185405973, ""BSV"": 0.06071675166621704, ""HBS"": 0.12152988523908925}","{""HBSV"": 0.9938685136616587, ""HBV"": 0.9999859114784058, ""HSV"": 0.9711270463456184, ""BSV"": 0.9457695546159037, ""HBS"": 0.9982976309537778, ""value_only"": 0.5498885020932992, ""response_only"": 0.9925195036656511}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,35,d1e6fff55c364af33e5ed49d7852ac99aabc2e9e5885bd9997d1a88c216c432f,3f6fe4fabb3de71bf5012b802cb1cb1bdb663186968f5fc982fe43cd68e02740,0.9552238806049469,0.9284645236572148,0.7499999997187502,0.722962699915825,"[12.0, 0.3541666666666667, 1.3615185047912088, 3.844287532085424, 0.6666666666111111, 0.5089768883242239, 1.25, 0.7643229166666666, 0.09524808558789895, 0.1246175973352642, 0.19999999984, 0.9983886392716166, 5.12, 1.3075, 0.6005639710583156, 0.45932234845047276, 0.39062499992370603, 0.9838462204718228]","{""HBSV"": 0.8327447625951452, ""HBV"": 0.8623074247317517, ""HSV"": 0.8030836334299418, ""BSV"": 0.7955133816874121, ""HBS"": 0.8623074247317518}","{""HBSV"": 0.015759363218240785, ""HBV"": -0.006102620645207613, ""HSV"": 0.022184463355377604, ""BSV"": 0.023458554707497914, ""HBS"": 0.011386431535064578}","{""HBSV"": 0.9275086469356253, ""HBV"": 0.6771920897756321, ""HSV"": 0.8986161422395291, ""BSV"": 0.9012906028449523, ""HBS"": 0.9353001739959194, ""value_only"": 0.8273672878490013, ""response_only"": 0.7274954433394665}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,1,51725393399b83402c157e7bc2b456216d8acdaf0befb4f8a3a9d2165f5eb6e0,40e7f1891a24d5277986e54d7c3b6da7a2c474a43c072085d0f3f7869b194bef,0.9880239520981748,0.9613780689610851,0.9184149179910345,0.7224576573818998,"[1.0, 0.06060606060606061, 0.2386062992124791, 3.9370038720453415, 0.0, 0.38992660206144014, 0.875, 0.75, 0.03972760788523301, 0.05297014377635049, 0.0, 0.9996932645140899, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999989]","{""HBSV"": 0.8820462558364937, ""HBV"": 0.8820462558364937, ""HSV"": 0.8687062251643403, ""BSV"": 0.8608256111527144, ""HBS"": 0.8820462558364937}","{""HBSV"": -0.015431718959890373, ""HBV"": -0.015431718959890373, ""HSV"": -0.028771749482464193, ""BSV"": -0.03665236349409007, ""HBS"": -0.015431718959890373}","{""HBSV"": 0.8710823249057393, ""HBV"": 0.518180462208178, ""HSV"": 0.7334476588874015, ""BSV"": 0.5974475817347807, ""HBS"": 0.8572946074466294, ""value_only"": 0.9353296146275185, ""response_only"": 0.3184219991881714}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,17,21cd459cf664b5c69337111e4cfdd970bc54fd5e079971732ab50ae7533efe4c,4eedf88ee0b57d186a11a65be523b52b2155b4dc653e8e8126e95f70d84a01e5,0.8487084871196856,0.812826927343279,0.7204968941011536,0.7412165129556434,"[4.0, 0.9855072463768116, 1.042471333817649, 1.0578017935357273, 0.0, 0.8665505445129041, 1.0, 0.6829710144927537, 0.1775177452664326, 0.2599198812827454, 0.0, 0.9914885279716811, 1.12, 1.12, 0.0, 0.0, 0.0, 1.0000000000000002]","{""HBSV"": 0.7790825134182809, ""HBV"": 0.7996511593561038, ""HSV"": 0.7681486083317408, ""BSV"": 0.7571671445173627, ""HBS"": 0.7921296086494184}","{""HBSV"": 0.005356991389208643, ""HBV"": -0.005224398691860754, ""HSV"": 0.0071439253748932785, ""BSV"": 0.011716813443596541, ""HBS"": 0.007232172817945415}","{""HBSV"": 0.6825537445194684, ""HBV"": 0.369507112880435, ""HSV"": 0.6697216288963341, ""BSV"": 0.694869486493446, ""HBS"": 0.767477957375304, ""value_only"": 0.5902198207744482, ""response_only"": 0.598845876703596}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,13,a62121b79e794ebc623451d126b78c2e1bba9f112cba02fd674155bedabbcc20,5ee209df66af833301a59c7aef6148e8043a99e5ee4324b0b03eec64ad49bb97,0.9009009009219692,0.8483359309808338,0.72499999971,0.7303396464646464,"[7.0, 0.725, 1.1177544453054078, 1.5417302672602449, 0.4285714285102041, 0.791201804774186, 1.125, 0.7171875, 0.1527658415476117, 0.21300683759073444, 0.11111111101234566, 0.9945757926890625, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999978]","{""HBSV"": 0.7975849336747404, ""HBV"": 0.8233602947192559, ""HSV"": 0.7813518321704881, ""BSV"": 0.7658497619643355, ""HBS"": 0.8213488053599085}","{""HBSV"": -0.02119331976886596, ""HBV"": -0.005522190255566994, ""HSV"": -0.02448150442979824, ""BSV"": -0.024669140906453002, ""HBS"": -0.007533679614914357}","{""HBSV"": 0.4246756623088274, ""HBV"": 0.48807620081034486, ""HSV"": 0.356247027094182, ""BSV"": 0.2888756893941703, ""HBS"": 0.7401329058205779, ""value_only"": 0.6855482724655672, ""response_only"": 0.25293936479131807}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,7,613c8a9a4b856a77bfbe04369f359d53a921c15129cce76e07c007773ebeaf90,614f64971eb62e1166547d40b247dee14ff2169e109814e04d9822b04c7e0018,0.9452908587369778,0.8949473167607451,0.8241758238226059,0.72749333999334,"[4.0, 0.3516483516483517, 0.7319044310042511, 2.0813532197494906, 0.0, 0.6722707525181559, 1.0, 0.7403846153846154, 0.10999308362180002, 0.14856208676904864, 0.0, 0.9974361676132353, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999992]","{""HBSV"": 0.8439232567320355, ""HBV"": 0.8506103251118597, ""HSV"": 0.8275700854143793, ""BSV"": 0.8126099224091426, ""HBS"": 0.8506103251118597}","{""HBSV"": -0.008625298303037376, ""HBV"": -0.008177508658625987, ""HSV"": -0.006205899923935387, ""BSV"": -0.007591676552957227, ""HBS"": -0.008177508658625987}","{""HBSV"": 0.8079636875681226, ""HBV"": 0.5592764467017434, ""HSV"": 0.7822789728997075, ""BSV"": 0.7184043650110686, ""HBS"": 0.8253016280476374, ""value_only"": 0.8602679101611765, ""response_only"": 0.40596186670621803}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,24,e9a37a4b033c255099853af804c1030d625ac854a9321e1dfa534a4682f2b626,6289134ec4ed0da4d6b308f3003865949a78878cc3df8c06604797d4fe2fbd48,0.7680722892392946,0.7437041823313779,0.6470588232521008,0.7517156862745098,"[7.0, 1.9215686274509804, 1.9285587146567533, 1.0036376979215194, 0.0, 0.8808017040316468, 1.0, 0.6470588235294118, 0.21679749399505863, 0.33505067202001226, 0.0, 0.9843090200408907, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999993]","{""HBSV"": 0.7260222396083392, ""HBV"": 0.7544294695635514, ""HSV"": 0.720222178823982, ""BSV"": 0.7125235123986188, ""HBS"": 0.7176544157019435}","{""HBSV"": -0.005667502494706267, ""HBV"": -0.014788483232194505, ""HSV"": -0.0023398942927891353, ""BSV"": -0.002644017603815163, ""HBS"": -0.0034123910847845274}","{""HBSV"": 0.2612951406324249, ""HBV"": 0.06537610581603914, ""HSV"": 0.31822822195083655, ""BSV"": 0.3036886485239892, ""HBS"": 0.3403966490061598, ""value_only"": 0.30494747338797923, ""response_only"": 0.44635724324439163}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,30,379fafde32e0c139de3e0973ceb2625c580f7c0e126c23dd617125bc19a0a015,62a89a647f6b7e1ecf84f35b2aa98d93ce1ebe38c9dcf58749798e0bf2a6b0f6,0.8969863158377052,0.8381407473456075,0.5886939569291061,0.7300183938146901,"[7.0, 0.8888888888888888, 1.3966450099973928, 1.5712256344794382, 0.0, 0.7863216861766937, 1.375, 0.7407407407407407, 0.1732248790173121, 0.233853586357669, 0.1818181816859504, 0.9936385798858433, 4.12, 1.2311111111111113, 0.4444444444444444, 0.36101083003166984, 0.2427184465430295, 0.9896364024892833]","{""HBSV"": 0.7539308912963607, ""HBV"": 0.8187390886154179, ""HSV"": 0.7277849426127132, ""BSV"": 0.711508531351387, ""HBS"": 0.7620745356056173}","{""HBSV"": -0.020645093412045568, ""HBV"": -0.0069133938828587205, ""HSV"": -0.022890544164242965, ""BSV"": -0.023422910225872284, ""HBS"": -0.0281668281618912}","{""HBSV"": 0.22253316653557803, ""HBV"": 0.42217847761495764, ""HSV"": 0.16424988345960154, ""BSV"": 0.12619186080919473, ""HBS"": 0.2704518928905307, ""value_only"": 0.4505116459023495, ""response_only"": 0.25877194739168613}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,20,5947acef2d9db654664659b50c7402c18c749e87c9a7d50d14fce78be4e3445e,690a7e20bb429a69e6f7711482efd2aab38bf9b37bc458e97ee6d759b5566d2a,0.8108108108633079,0.7809124900890003,0.6766917290332976,0.7551754385964913,"[7.0, 1.4385964912280702, 1.5448561377369343, 1.0738634120706712, 0.0, 0.8739680824552869, 1.0, 0.6600877192982456, 0.19834068516833356, 0.30047625348751805, 0.0, 0.9878018896790609, 1.12, 1.12, 0.0, 0.0, 0.0, 1.000000000000001]","{""HBSV"": 0.754206300557973, ""HBV"": 0.7819696883663214, ""HSV"": 0.7455087615079338, ""BSV"": 0.7362303183476347, ""HBS"": 0.7538835310067303}","{""HBSV"": -0.0038582442689318874, ""HBV"": 0.000225961652389417, ""HSV"": -0.0034486076963335943, ""BSV"": -0.0036231149858139133, ""HBS"": -0.008471977828084842}","{""HBSV"": 0.42391295358398934, ""HBV"": 0.4306191781086233, ""HSV"": 0.4277531261720246, ""BSV"": 0.4009896525756546, ""HBS"": 0.4422548123809605, ""value_only"": 0.45203951146114774, ""response_only"": 0.4714568060354262}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,9,57b3473bb6bd3a163f6efcb85c50f055a978c60e1e9bc6d943d21b9fcdd587ad,6c3364dd1aac0555ee5f1cfccd6eb2baaf8904f146d88813097af02e65e542f3,0.9188034188201393,0.871350065975157,0.8023255810514951,0.7275029363401456,"[4.0, 0.4883720930232558, 0.6945667220031665, 1.4222080469038674, 0.499999999875, 0.7798254869844199, 1.0, 0.7311046511627907, 0.1300120771733335, 0.1778296401051822, 0.0, 0.9962224925453507, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999984]","{""HBSV"": 0.82679942361802, ""HBV"": 0.8351221586590271, ""HSV"": 0.81246126398377, ""BSV"": 0.7982262753459147, ""HBS"": 0.8351221586590271}","{""HBSV"": -0.005252132873924786, ""HBV"": -0.004951640206137808, ""HSV"": -0.005184462021097791, ""BSV"": -0.0037399628947616392, ""HBS"": -0.004951640206137808}","{""HBSV"": 0.7758595747611493, ""HBV"": 0.5692026481379425, ""HSV"": 0.7340931155921817, ""BSV"": 0.6998676948862748, ""HBS"": 0.8050552838212874, ""value_only"": 0.8075063222324536, ""response_only"": 0.45210015105945395}",0.0011574074074074073
aim_aim-100-2_0-no-4,satlib_dimacs_aim,14,9773dd2edb61851c2b14854c6171e1b03c2ed716c3468f7c44d142f064dace24,6c4a73381aaf5f0f837b81f2126abc349cfd0d065fa3abc41940653bfc20def6,0.8891454965592747,0.8431275605542966,0.762523190767824,0.7331365604092877,"[4.0, 0.7272727272727273, 0.8920480395363324, 1.2265660526759288, 0.0, 0.8298052009823382, 1.0, 0.7077922077922078, 0.15422932307160547, 0.21790197907770956, 0.0, 0.9942290535927835, 1.12, 1.12, 0.0, 0.0, 0.0, 0.9999999999999988]","{""HBSV"": 0.804592561762353, ""HBV"": 0.8191252853587712, ""HSV"": 0.7921430005748077, ""BSV"": 0.7782343692836396, ""HBS"": 0.8191252853587712}","{""HBSV"": 0.007007628087612683, ""HBV"": -0.0042350093604847094, ""HSV"": 0.010791168404319595, ""BSV"": 0.01238460731930413, ""HBS"": -0.002223520001137347}","{""HBSV"": 0.806789033867106, ""HBV"": 0.5028036165699207, ""HSV"": 0.8001998521836962, ""BSV"": 0.783132064018722, ""HBS"": 0.7775388962717621, ""value_only"": 0.7183682422448263, ""response_only"": 0.6207887990038033}",0.0011574074074074073
